UserId,Category,Action,Timestamp,Preference
00000000000000000000000000000000,Eateries,Searched,2022-04-18 00:14:22.392000,Chinese
00000000000000000000000000000000,Eateries,Searched,2022-04-18 00:14:22.392000,Asian
6ece34cb8bae4a949f04341034972283,Eateries,Searched,2022-04-18 09:57:49.690000,Chinese
6ece34cb8bae4a949f04341034972283,Eateries,Searched,2022-04-18 09:57:49.690000,Asian
